RingId,Name,Age,Type,Color,Status,ForSale
AUTO1914,Bird1914,20,Eagle,Black,Quarantine,False
AUTO1915,Bird1915,16,Cockatiel,Red,Quarantine,False
AUTO1916,Bird1916,15,Cockatiel,Red,In Aviary,True
AUTO1917,Bird1917,9,Finch,White,Quarantine,True
AUTO1918,Bird1918,14,Owl,Red,Sold,True
AUTO1919,Bird1919,8,Owl,Yellow,In Aviary,True
AUTO1920,Bird1920,16,Finch,White,In Aviary,False
AUTO1921,Bird1921,15,Cockatiel,Green,In Aviary,False
AUTO1922,Bird1922,7,Finch,White,Sold,True
AUTO1923,Bird1923,18,Parrot,Green,Sold,False
AUTO1924,Bird1924,1,Owl,White,In Aviary,False
AUTO1925,Bird1925,3,Parrot,Red,In Aviary,False
AUTO1926,Bird1926,22,Eagle,Green,Sold,False
AUTO1927,Bird1927,13,Owl,White,Quarantine,False
AUTO1928,Bird1928,12,Eagle,Blue,Quarantine,True
AUTO1929,Bird1929,15,Parrot,Red,Sold,True
AUTO1930,Bird1930,3,Finch,Green,Sold,False
AUTO1931,Bird1931,3,Cockatiel,Blue,In Aviary,True
AUTO1932,Bird1932,18,Owl,White,In Aviary,False
AUTO1933,Bird1933,5,Eagle,Black,Sold,True
AUTO1934,Bird1934,19,Parrot,Yellow,Sold,True
AUTO1935,Bird1935,12,Owl,Yellow,Sold,True
AUTO1936,Bird1936,22,Cockatiel,Black,Sold,True
AUTO1937,Bird1937,20,Cockatiel,White,Sold,True
AUTO1938,Bird1938,24,Finch,Black,Sold,True
AUTO1939,Bird1939,24,Owl,Black,Quarantine,False
AUTO1940,Bird1940,12,Owl,Black,Quarantine,True
AUTO1941,Bird1941,11,Owl,White,Quarantine,False
AUTO1942,Bird1942,2,Parrot,Red,In Aviary,False
AUTO1943,Bird1943,23,Cockatiel,Black,In Aviary,False
AUTO1944,Bird1944,24,Parrot,White,In Aviary,True
AUTO1945,Bird1945,3,Eagle,Yellow,Quarantine,True
AUTO1946,Bird1946,2,Cockatiel,White,In Aviary,False
AUTO1947,Bird1947,10,Eagle,Black,Sold,False
AUTO1948,Bird1948,14,Eagle,Green,Quarantine,False
AUTO1949,Bird1949,13,Parrot,Black,Sold,True
AUTO1950,Bird1950,22,Cockatiel,Red,In Aviary,True
AUTO1951,Bird1951,5,Parrot,Green,Sold,True
AUTO1952,Bird1952,9,Parrot,Red,In Aviary,False
AUTO1953,Bird1953,8,Eagle,White,Quarantine,True
AUTO1954,Bird1954,3,Parrot,Green,Sold,True
AUTO1955,Bird1955,7,Parrot,White,Sold,True
AUTO1956,Bird1956,15,Finch,Blue,Quarantine,True
AUTO1957,Bird1957,10,Owl,Blue,Sold,False
AUTO1958,Bird1958,18,Finch,Black,In Aviary,False
AUTO1959,Bird1959,12,Finch,Yellow,Quarantine,False
AUTO1960,Bird1960,4,Eagle,White,Sold,True
AUTO1961,Bird1961,11,Cockatiel,Blue,In Aviary,False
AUTO1962,Bird1962,9,Owl,Blue,Sold,True
AUTO1963,Bird1963,3,Finch,Green,In Aviary,True
AUTO1964,Bird1964,13,Parrot,Black,In Aviary,False
AUTO1965,Bird1965,15,Cockatiel,Blue,In Aviary,False
AUTO1966,Bird1966,16,Parrot,Black,Quarantine,False
AUTO1967,Bird1967,7,Owl,Green,Sold,True
AUTO1968,Bird1968,13,Cockatiel,Red,In Aviary,False
AUTO1969,Bird1969,13,Parrot,Yellow,In Aviary,False
AUTO1970,Bird1970,3,Finch,White,Quarantine,False
AUTO1971,Bird1971,13,Parrot,Red,Sold,True
AUTO1972,Bird1972,22,Owl,Green,In Aviary,False
AUTO1973,Bird1973,7,Parrot,Red,Sold,True
AUTO1974,Bird1974,10,Cockatiel,Green,Quarantine,True
AUTO1975,Bird1975,10,Eagle,Blue,Sold,True
AUTO1976,Bird1976,17,Parrot,Green,Sold,False
AUTO1977,Bird1977,16,Finch,Red,Sold,True
AUTO1978,Bird1978,14,Eagle,Blue,Quarantine,True
AUTO1979,Bird1979,20,Cockatiel,Red,Quarantine,False
AUTO1980,Bird1980,20,Owl,Yellow,In Aviary,False
AUTO1981,Bird1981,18,Parrot,Green,Quarantine,False
AUTO1982,Bird1982,21,Parrot,Green,In Aviary,True
AUTO1983,Bird1983,12,Owl,Red,Quarantine,True
AUTO1984,Bird1984,7,Cockatiel,Yellow,Sold,True
AUTO1985,Bird1985,9,Owl,Yellow,In Aviary,True
AUTO1986,Bird1986,13,Parrot,Red,Quarantine,False
AUTO1987,Bird1987,23,Parrot,Red,Sold,False
AUTO1988,Bird1988,1,Parrot,Green,Sold,True
AUTO1989,Bird1989,16,Parrot,Yellow,In Aviary,False
AUTO1990,Bird1990,13,Eagle,Yellow,Sold,False
AUTO1991,Bird1991,1,Cockatiel,Yellow,Quarantine,False
AUTO1992,Bird1992,12,Cockatiel,White,Sold,False
AUTO1993,Bird1993,18,Finch,Black,In Aviary,True
AUTO1994,Bird1994,17,Parrot,Red,Quarantine,True
AUTO1995,Bird1995,12,Cockatiel,Black,Sold,True
AUTO1996,Bird1996,13,Finch,White,Sold,True
AUTO1997,Bird1997,17,Parrot,Yellow,Quarantine,True
AUTO1998,Bird1998,17,Finch,Blue,Sold,False
AUTO1999,Bird1999,2,Eagle,Red,Quarantine,False
AUTO2000,Bird2000,4,Parrot,White,In Aviary,True
AUTO2001,Bird2001,24,Parrot,Red,Quarantine,True
AUTO2002,Bird2002,7,Cockatiel,Blue,Quarantine,False
AUTO2003,Bird2003,9,Cockatiel,Green,Quarantine,True
AUTO2004,Bird2004,17,Cockatiel,Green,Sold,True
AUTO2005,Bird2005,13,Eagle,Red,In Aviary,True
AUTO2006,Bird2006,19,Finch,Red,In Aviary,True
AUTO2007,Bird2007,19,Cockatiel,Green,Quarantine,False
AUTO2008,Bird2008,18,Cockatiel,Blue,Quarantine,False
AUTO2009,Bird2009,13,Parrot,Black,Quarantine,False
AUTO2010,Bird2010,10,Cockatiel,Yellow,In Aviary,True
AUTO2011,Bird2011,23,Owl,Yellow,Sold,True
AUTO2012,Bird2012,14,Cockatiel,Black,In Aviary,True
AUTO2013,Bird2013,2,Cockatiel,White,Quarantine,True
AUTO2014,Bird2014,9,Finch,Red,In Aviary,False
AUTO2015,Bird2015,20,Parrot,Red,In Aviary,False
AUTO2016,Bird2016,9,Cockatiel,White,In Aviary,False
AUTO2017,Bird2017,8,Parrot,Red,Sold,False
AUTO2018,Bird2018,19,Eagle,Black,In Aviary,False
AUTO2019,Bird2019,5,Finch,Yellow,In Aviary,True
AUTO2020,Bird2020,15,Finch,Yellow,In Aviary,True
AUTO2021,Bird2021,11,Finch,Green,Quarantine,True
AUTO2022,Bird2022,19,Eagle,White,Sold,True
AUTO2023,Bird2023,3,Cockatiel,Green,Quarantine,True
AUTO2024,Bird2024,22,Finch,Red,In Aviary,True
AUTO2025,Bird2025,10,Parrot,Yellow,Sold,False
AUTO2026,Bird2026,9,Owl,Blue,Sold,True
AUTO2027,Bird2027,22,Finch,White,In Aviary,True
AUTO2028,Bird2028,24,Owl,Red,Sold,True
AUTO2029,Bird2029,7,Finch,Green,In Aviary,True
AUTO2030,Bird2030,7,Cockatiel,Yellow,Sold,False
AUTO2031,Bird2031,4,Cockatiel,Blue,Sold,True
AUTO2032,Bird2032,15,Owl,Blue,In Aviary,True
AUTO2033,Bird2033,3,Parrot,Yellow,Quarantine,False
AUTO2034,Bird2034,21,Eagle,Green,Quarantine,False
AUTO2035,Bird2035,21,Eagle,Blue,Sold,False
AUTO2036,Bird2036,18,Owl,Red,In Aviary,False
AUTO2037,Bird2037,23,Eagle,Blue,Quarantine,True
AUTO2038,Bird2038,12,Cockatiel,Blue,Sold,True
AUTO2039,Bird2039,4,Owl,Green,Quarantine,True
AUTO2040,Bird2040,24,Owl,Black,In Aviary,False
AUTO2041,Bird2041,11,Cockatiel,Yellow,Quarantine,False
AUTO2042,Bird2042,21,Eagle,Yellow,Quarantine,True
AUTO2043,Bird2043,18,Finch,Green,In Aviary,True
AUTO2044,Bird2044,11,Finch,Blue,Quarantine,True
AUTO2045,Bird2045,12,Owl,Red,In Aviary,True
AUTO2046,Bird2046,5,Cockatiel,Red,Quarantine,True
AUTO2047,Bird2047,1,Eagle,Yellow,Sold,False
AUTO2048,Bird2048,2,Eagle,Green,In Aviary,False
AUTO2049,Bird2049,3,Finch,Green,Quarantine,False
AUTO2050,Bird2050,14,Owl,Red,In Aviary,True
AUTO2051,Bird2051,9,Cockatiel,White,In Aviary,False
AUTO2052,Bird2052,19,Owl,Red,In Aviary,False
AUTO2053,Bird2053,20,Cockatiel,Black,Sold,False
AUTO2054,Bird2054,2,Owl,Green,Quarantine,False
AUTO2055,Bird2055,14,Parrot,Black,Quarantine,False
AUTO2056,Bird2056,6,Owl,White,In Aviary,False
AUTO2057,Bird2057,1,Finch,Blue,In Aviary,False
AUTO2058,Bird2058,23,Cockatiel,Black,Quarantine,True
AUTO2059,Bird2059,2,Parrot,Red,In Aviary,False
AUTO2060,Bird2060,6,Owl,White,Quarantine,True
AUTO2061,Bird2061,17,Eagle,Red,In Aviary,True
AUTO2062,Bird2062,4,Parrot,Red,Quarantine,True
AUTO2063,Bird2063,23,Finch,White,In Aviary,False
AUTO2064,Bird2064,19,Owl,White,In Aviary,True
AUTO2065,Bird2065,15,Cockatiel,White,Sold,False
AUTO2066,Bird2066,12,Finch,Green,In Aviary,False
AUTO2067,Bird2067,24,Owl,Green,Quarantine,True
AUTO2068,Bird2068,14,Owl,Red,In Aviary,False
AUTO2069,Bird2069,8,Eagle,Blue,Sold,True
AUTO2070,Bird2070,17,Finch,White,In Aviary,True
AUTO2071,Bird2071,8,Parrot,White,In Aviary,True
AUTO2072,Bird2072,20,Finch,Yellow,In Aviary,True
AUTO2073,Bird2073,14,Owl,Green,Quarantine,False
AUTO2074,Bird2074,19,Finch,White,In Aviary,False
AUTO2075,Bird2075,15,Eagle,Blue,In Aviary,True
AUTO2076,Bird2076,9,Cockatiel,Red,Sold,False
AUTO2077,Bird2077,3,Parrot,Red,In Aviary,True
AUTO2078,Bird2078,22,Parrot,White,In Aviary,False
AUTO2079,Bird2079,3,Finch,Yellow,Quarantine,True
AUTO2080,Bird2080,5,Eagle,Black,In Aviary,False
AUTO2081,Bird2081,10,Finch,Blue,In Aviary,False
AUTO2082,Bird2082,4,Owl,Blue,In Aviary,True
AUTO2083,Bird2083,8,Parrot,Yellow,In Aviary,True
AUTO2084,Bird2084,5,Parrot,White,Sold,True
AUTO2085,Bird2085,20,Eagle,Yellow,Quarantine,True
AUTO2086,Bird2086,3,Parrot,Green,Quarantine,True
AUTO2087,Bird2087,20,Owl,Blue,Sold,False
AUTO2088,Bird2088,3,Eagle,White,In Aviary,True
AUTO2089,Bird2089,17,Parrot,Green,Sold,False
AUTO2090,Bird2090,6,Eagle,Blue,Quarantine,False
AUTO2091,Bird2091,24,Finch,Blue,In Aviary,False
AUTO2092,Bird2092,5,Parrot,White,In Aviary,True
AUTO2093,Bird2093,5,Cockatiel,White,Quarantine,False
AUTO2094,Bird2094,5,Cockatiel,Blue,Sold,False
AUTO2095,Bird2095,6,Owl,Black,In Aviary,False
AUTO2096,Bird2096,18,Cockatiel,Black,Quarantine,False
AUTO2097,Bird2097,6,Parrot,Green,Quarantine,False
AUTO2098,Bird2098,22,Cockatiel,White,Quarantine,False
AUTO2099,Bird2099,7,Owl,Red,Sold,False
AUTO2100,Bird2100,22,Eagle,White,Quarantine,False
AUTO2101,Bird2101,18,Cockatiel,Black,In Aviary,False
AUTO2102,Bird2102,5,Parrot,Green,In Aviary,False
AUTO2103,Bird2103,18,Finch,Red,In Aviary,False
AUTO2104,Bird2104,8,Finch,Red,Quarantine,False
AUTO2105,Bird2105,10,Cockatiel,Green,Quarantine,True
AUTO2106,Bird2106,5,Owl,Green,In Aviary,True
AUTO2107,Bird2107,23,Cockatiel,Green,Sold,False
AUTO2108,Bird2108,7,Owl,Red,Quarantine,True
AUTO2109,Bird2109,11,Cockatiel,Yellow,Quarantine,False
AUTO2110,Bird2110,4,Finch,Yellow,In Aviary,False
AUTO2111,Bird2111,16,Parrot,Black,Quarantine,True
AUTO2112,Bird2112,8,Owl,Green,In Aviary,True
AUTO2113,Bird2113,24,Finch,Green,Quarantine,True
AUTO2114,Bird2114,11,Eagle,Blue,Sold,False
AUTO2115,Bird2115,19,Parrot,White,Quarantine,False
AUTO2116,Bird2116,9,Finch,Yellow,Sold,True
AUTO2117,Bird2117,14,Eagle,Green,Sold,True
AUTO2118,Bird2118,14,Eagle,Black,In Aviary,False
AUTO2119,Bird2119,14,Cockatiel,White,In Aviary,True
AUTO2120,Bird2120,17,Owl,White,Sold,False
AUTO2121,Bird2121,22,Cockatiel,Blue,Sold,False
AUTO2122,Bird2122,9,Owl,White,Quarantine,True
AUTO2123,Bird2123,15,Parrot,Black,Quarantine,True
AUTO2124,Bird2124,20,Finch,Black,Quarantine,False
AUTO2125,Bird2125,24,Cockatiel,Red,Quarantine,False
AUTO2126,Bird2126,20,Cockatiel,Green,Sold,True
AUTO2127,Bird2127,20,Parrot,Black,Sold,True
AUTO2128,Bird2128,10,Finch,Green,In Aviary,False
AUTO2129,Bird2129,2,Owl,Black,Quarantine,True
AUTO2130,Bird2130,2,Eagle,Yellow,In Aviary,False
AUTO2131,Bird2131,10,Eagle,Blue,In Aviary,True
AUTO2132,Bird2132,13,Finch,White,Quarantine,True
AUTO2133,Bird2133,6,Cockatiel,Blue,Sold,False
AUTO2134,Bird2134,5,Parrot,Red,Sold,True
AUTO2135,Bird2135,24,Eagle,Black,Quarantine,False
AUTO2136,Bird2136,21,Finch,White,In Aviary,True
AUTO2137,Bird2137,14,Parrot,Blue,Quarantine,False
AUTO2138,Bird2138,7,Eagle,Yellow,Quarantine,False
AUTO2139,Bird2139,14,Parrot,Black,In Aviary,True
AUTO2140,Bird2140,9,Cockatiel,Red,Sold,False
AUTO2141,Bird2141,16,Finch,Black,In Aviary,True
AUTO2142,Bird2142,1,Parrot,Red,Sold,True
AUTO2143,Bird2143,21,Cockatiel,Red,Quarantine,True
AUTO2144,Bird2144,21,Owl,Black,Quarantine,True
AUTO2145,Bird2145,12,Cockatiel,Blue,Sold,False
AUTO2146,Bird2146,5,Owl,Blue,Quarantine,False
AUTO2147,Bird2147,1,Parrot,White,In Aviary,True
AUTO2148,Bird2148,5,Owl,Green,Quarantine,False
AUTO2149,Bird2149,2,Finch,Green,Sold,True
AUTO2150,Bird2150,20,Finch,Yellow,Quarantine,False
AUTO2151,Bird2151,9,Cockatiel,Green,In Aviary,False
AUTO2152,Bird2152,17,Finch,Blue,Quarantine,True
AUTO2153,Bird2153,17,Finch,White,Sold,True
AUTO2154,Bird2154,5,Eagle,White,Sold,False
AUTO2155,Bird2155,15,Cockatiel,Red,Sold,True
AUTO2156,Bird2156,8,Eagle,Blue,In Aviary,False
AUTO2157,Bird2157,23,Cockatiel,Red,Quarantine,False
AUTO2158,Bird2158,9,Cockatiel,Black,Sold,False
AUTO2159,Bird2159,2,Cockatiel,Black,Sold,False
AUTO2160,Bird2160,16,Eagle,Yellow,In Aviary,True
AUTO2161,Bird2161,9,Finch,Green,In Aviary,False
AUTO2162,Bird2162,11,Parrot,Yellow,In Aviary,True
AUTO2163,Bird2163,15,Parrot,Blue,Sold,True
AUTO2164,Bird2164,9,Eagle,Green,Sold,True
AUTO2165,Bird2165,5,Finch,Black,Quarantine,False
AUTO2166,Bird2166,9,Eagle,Blue,Quarantine,True
AUTO2167,Bird2167,13,Parrot,Black,In Aviary,True
AUTO2168,Bird2168,22,Eagle,Red,Quarantine,False
AUTO2169,Bird2169,22,Cockatiel,Green,In Aviary,False
AUTO2170,Bird2170,16,Finch,Green,In Aviary,True
AUTO2171,Bird2171,18,Owl,White,Quarantine,False
AUTO2172,Bird2172,19,Owl,Black,In Aviary,True
AUTO2173,Bird2173,3,Cockatiel,Black,Quarantine,False
AUTO2174,Bird2174,21,Eagle,Blue,In Aviary,False
AUTO2175,Bird2175,9,Eagle,Blue,In Aviary,False
AUTO2176,Bird2176,9,Eagle,Blue,Quarantine,False
AUTO2177,Bird2177,21,Owl,Black,Sold,False
AUTO2178,Bird2178,1,Finch,White,Sold,True
AUTO2179,Bird2179,21,Eagle,White,Sold,False
AUTO2180,Bird2180,4,Eagle,Yellow,In Aviary,False
AUTO2181,Bird2181,14,Finch,Green,In Aviary,False
AUTO2182,Bird2182,4,Owl,Yellow,Quarantine,False
AUTO2183,Bird2183,2,Owl,Yellow,In Aviary,True
AUTO2184,Bird2184,16,Owl,Yellow,Sold,False
AUTO2185,Bird2185,16,Owl,Yellow,In Aviary,False
AUTO2186,Bird2186,17,Parrot,Blue,Quarantine,True
AUTO2187,Bird2187,17,Finch,Black,Sold,True
AUTO2188,Bird2188,17,Parrot,Blue,Sold,True
AUTO2189,Bird2189,23,Finch,Blue,Sold,False
AUTO2190,Bird2190,22,Owl,Red,Sold,False
AUTO2191,Bird2191,7,Finch,White,Sold,False
AUTO2192,Bird2192,3,Parrot,Blue,Quarantine,True
AUTO2193,Bird2193,13,Finch,Yellow,Sold,False
AUTO2194,Bird2194,3,Parrot,Blue,In Aviary,True
AUTO2195,Bird2195,13,Cockatiel,Black,Quarantine,True
AUTO2196,Bird2196,7,Parrot,Blue,Quarantine,True
AUTO2197,Bird2197,2,Owl,Red,In Aviary,False
AUTO2198,Bird2198,15,Finch,Yellow,Quarantine,True
AUTO2199,Bird2199,2,Cockatiel,Green,Sold,True
AUTO2200,Bird2200,20,Cockatiel,Yellow,Quarantine,False
AUTO2201,Bird2201,11,Cockatiel,Red,In Aviary,True
AUTO2202,Bird2202,14,Parrot,Yellow,Quarantine,True
AUTO2203,Bird2203,4,Eagle,Black,Quarantine,False
AUTO2204,Bird2204,21,Owl,Blue,Sold,False
AUTO2205,Bird2205,22,Finch,Black,In Aviary,False
AUTO2206,Bird2206,5,Parrot,Red,Sold,True
AUTO2207,Bird2207,9,Eagle,Blue,Sold,True
AUTO2208,Bird2208,11,Owl,Blue,Sold,False
AUTO2209,Bird2209,6,Cockatiel,White,In Aviary,True
AUTO2210,Bird2210,22,Cockatiel,Black,Sold,True
AUTO2211,Bird2211,4,Parrot,Blue,Sold,False
AUTO2212,Bird2212,2,Owl,Green,Quarantine,True
AUTO2213,Bird2213,20,Finch,Red,In Aviary,True
AUTO2214,Bird2214,19,Owl,Green,Quarantine,False
AUTO2215,Bird2215,16,Finch,White,Sold,True
AUTO2216,Bird2216,17,Owl,Red,Quarantine,True
AUTO2217,Bird2217,10,Owl,Yellow,Sold,False
AUTO2218,Bird2218,9,Owl,Green,In Aviary,True
AUTO2219,Bird2219,8,Finch,Yellow,Quarantine,True
AUTO2220,Bird2220,10,Eagle,Black,Quarantine,False
AUTO2221,Bird2221,8,Cockatiel,Blue,Sold,True
AUTO2222,Bird2222,10,Owl,Black,In Aviary,True
AUTO2223,Bird2223,11,Cockatiel,White,Quarantine,False
AUTO2224,Bird2224,16,Parrot,Black,In Aviary,True
AUTO2225,Bird2225,9,Eagle,Black,In Aviary,True
AUTO2226,Bird2226,10,Parrot,Red,Quarantine,True
AUTO2227,Bird2227,3,Finch,Green,In Aviary,True
AUTO2228,Bird2228,11,Cockatiel,Blue,Sold,False
AUTO2229,Bird2229,20,Cockatiel,Red,In Aviary,False
AUTO2230,Bird2230,5,Owl,Green,In Aviary,False
AUTO2231,Bird2231,24,Parrot,Green,In Aviary,True
AUTO2232,Bird2232,17,Eagle,Black,Sold,False
AUTO2233,Bird2233,11,Finch,Blue,In Aviary,True
AUTO2234,Bird2234,7,Finch,Green,Sold,False
AUTO2235,Bird2235,16,Parrot,Red,Quarantine,False
AUTO2236,Bird2236,20,Owl,Red,Sold,True
AUTO2237,Bird2237,4,Cockatiel,Black,Sold,False
AUTO2238,Bird2238,17,Cockatiel,Black,Quarantine,False
AUTO2239,Bird2239,13,Finch,Blue,In Aviary,True
AUTO2240,Bird2240,15,Owl,Black,In Aviary,True
AUTO2241,Bird2241,5,Parrot,Blue,Quarantine,False
AUTO2242,Bird2242,11,Finch,Green,Quarantine,True
AUTO2243,Bird2243,13,Finch,Yellow,Sold,True
AUTO2244,Bird2244,17,Eagle,Black,Sold,True
AUTO2245,Bird2245,11,Owl,Green,In Aviary,False
AUTO2246,Bird2246,3,Owl,Red,In Aviary,False
AUTO2247,Bird2247,5,Owl,Green,Sold,False
AUTO2248,Bird2248,17,Eagle,White,In Aviary,True
AUTO2249,Bird2249,14,Owl,Green,In Aviary,True
AUTO2250,Bird2250,14,Owl,Black,Quarantine,True
AUTO2251,Bird2251,22,Finch,White,In Aviary,True
AUTO2252,Bird2252,15,Finch,Black,Sold,True
AUTO2253,Bird2253,6,Owl,Red,Quarantine,False
AUTO2254,Bird2254,2,Finch,White,In Aviary,True
AUTO2255,Bird2255,23,Parrot,Green,Sold,True
AUTO2256,Bird2256,16,Owl,Black,Quarantine,False
AUTO2257,Bird2257,13,Finch,White,Quarantine,True
AUTO2258,Bird2258,23,Parrot,Yellow,Sold,True
AUTO2259,Bird2259,2,Owl,Red,Quarantine,False
AUTO2260,Bird2260,18,Owl,Yellow,Quarantine,True
AUTO2261,Bird2261,23,Finch,Green,In Aviary,False
AUTO2262,Bird2262,2,Owl,Green,Quarantine,False
AUTO2263,Bird2263,20,Cockatiel,Red,In Aviary,False
AUTO2264,Bird2264,16,Eagle,Red,Quarantine,True
AUTO2265,Bird2265,19,Eagle,Blue,Sold,False
AUTO2266,Bird2266,8,Cockatiel,Green,Quarantine,False
AUTO2267,Bird2267,22,Eagle,White,In Aviary,False
AUTO2268,Bird2268,23,Owl,Black,Quarantine,True
AUTO2269,Bird2269,22,Eagle,White,Sold,True
AUTO2270,Bird2270,13,Finch,White,Quarantine,False
AUTO2271,Bird2271,14,Parrot,Red,In Aviary,True
AUTO2272,Bird2272,3,Parrot,Red,In Aviary,True
AUTO2273,Bird2273,7,Owl,Green,In Aviary,True
AUTO2274,Bird2274,19,Eagle,White,Sold,False
AUTO2275,Bird2275,11,Owl,Green,In Aviary,True
AUTO2276,Bird2276,20,Parrot,White,In Aviary,False
AUTO2277,Bird2277,6,Cockatiel,White,Sold,False
AUTO2278,Bird2278,8,Eagle,White,Quarantine,False
AUTO2279,Bird2279,8,Owl,White,Quarantine,False
AUTO2280,Bird2280,7,Finch,Black,Quarantine,True
AUTO2281,Bird2281,10,Parrot,Red,Sold,True
AUTO2282,Bird2282,20,Owl,Black,Quarantine,False
AUTO2283,Bird2283,18,Cockatiel,Red,Quarantine,True
AUTO2284,Bird2284,14,Parrot,Blue,Sold,True
AUTO2285,Bird2285,14,Parrot,Blue,Sold,True
AUTO2286,Bird2286,1,Eagle,Black,In Aviary,False
AUTO2287,Bird2287,10,Owl,White,Quarantine,False
AUTO2288,Bird2288,15,Parrot,Blue,Sold,True
AUTO2289,Bird2289,21,Cockatiel,White,Sold,False
AUTO2290,Bird2290,16,Owl,White,In Aviary,True
AUTO2291,Bird2291,18,Eagle,Green,Sold,True
AUTO2292,Bird2292,14,Cockatiel,Green,In Aviary,False
AUTO2293,Bird2293,6,Finch,Red,In Aviary,False
AUTO2294,Bird2294,19,Parrot,Black,Quarantine,True
AUTO2295,Bird2295,1,Finch,Green,In Aviary,True
AUTO2296,Bird2296,22,Owl,Black,Sold,False
AUTO2297,Bird2297,9,Parrot,Blue,In Aviary,False
AUTO2298,Bird2298,17,Owl,Black,Sold,False
AUTO2299,Bird2299,8,Parrot,Blue,Sold,True
AUTO2300,Bird2300,21,Finch,White,Sold,True
AUTO2301,Bird2301,3,Owl,Black,Sold,False
AUTO2302,Bird2302,4,Eagle,Red,In Aviary,True
AUTO2303,Bird2303,1,Owl,Green,In Aviary,False
AUTO2304,Bird2304,23,Cockatiel,Black,Quarantine,False
AUTO2305,Bird2305,18,Cockatiel,Yellow,Sold,True
AUTO2306,Bird2306,18,Parrot,Red,Quarantine,True
AUTO2307,Bird2307,24,Eagle,Blue,Sold,True
AUTO2308,Bird2308,15,Parrot,Yellow,Quarantine,True
AUTO2309,Bird2309,3,Eagle,Blue,Quarantine,True
AUTO2310,Bird2310,9,Cockatiel,Yellow,Sold,False
AUTO2311,Bird2311,1,Eagle,Blue,Quarantine,False
AUTO2312,Bird2312,11,Owl,Green,In Aviary,False
AUTO2313,Bird2313,19,Owl,Green,In Aviary,False
AUTO2314,Bird2314,7,Cockatiel,White,In Aviary,False
AUTO2315,Bird2315,4,Eagle,Yellow,In Aviary,False
AUTO2316,Bird2316,2,Owl,Blue,In Aviary,True
AUTO2317,Bird2317,19,Cockatiel,Green,Sold,True
AUTO2318,Bird2318,4,Parrot,Green,Quarantine,False
AUTO2319,Bird2319,3,Eagle,Black,Quarantine,True
AUTO2320,Bird2320,7,Parrot,Black,Sold,False
AUTO2321,Bird2321,21,Cockatiel,Green,Sold,True
AUTO2322,Bird2322,20,Owl,Green,In Aviary,True
AUTO2323,Bird2323,21,Cockatiel,Red,In Aviary,True
AUTO2324,Bird2324,21,Cockatiel,Red,Quarantine,False
AUTO2325,Bird2325,6,Cockatiel,Blue,Sold,True
AUTO2326,Bird2326,9,Cockatiel,Black,Sold,True
AUTO2327,Bird2327,16,Parrot,Yellow,Sold,False
AUTO2328,Bird2328,17,Eagle,Red,In Aviary,False
AUTO2329,Bird2329,24,Eagle,Black,In Aviary,True
AUTO2330,Bird2330,23,Owl,Red,Sold,True
AUTO2331,Bird2331,1,Cockatiel,Blue,Sold,True
AUTO2332,Bird2332,2,Parrot,Black,Sold,True
AUTO2333,Bird2333,1,Cockatiel,White,Quarantine,True
AUTO2334,Bird2334,9,Parrot,Yellow,Quarantine,False
AUTO2335,Bird2335,12,Cockatiel,Green,Quarantine,True
AUTO2336,Bird2336,2,Eagle,White,Sold,True
AUTO2337,Bird2337,19,Owl,White,Sold,False
AUTO2338,Bird2338,10,Eagle,Yellow,Sold,False
AUTO2339,Bird2339,15,Parrot,White,Quarantine,False
AUTO2340,Bird2340,10,Finch,Yellow,In Aviary,True
AUTO2341,Bird2341,22,Cockatiel,Yellow,Quarantine,False
AUTO2342,Bird2342,19,Eagle,Black,In Aviary,False
AUTO2343,Bird2343,20,Parrot,Red,Quarantine,True
AUTO2344,Bird2344,5,Parrot,Black,Sold,True
AUTO2345,Bird2345,8,Cockatiel,White,Quarantine,False
AUTO2346,Bird2346,18,Cockatiel,White,In Aviary,False
AUTO2347,Bird2347,19,Owl,White,Sold,True
AUTO2348,Bird2348,16,Eagle,Blue,In Aviary,False
AUTO2349,Bird2349,18,Owl,Yellow,Sold,False
AUTO2350,Bird2350,16,Eagle,Black,Sold,True
AUTO2351,Bird2351,17,Finch,White,Quarantine,False
AUTO2352,Bird2352,20,Cockatiel,Red,In Aviary,False
AUTO2353,Bird2353,16,Parrot,Red,Quarantine,True
AUTO2354,Bird2354,5,Finch,Red,In Aviary,False
AUTO2355,Bird2355,19,Eagle,Blue,Sold,True
AUTO2356,Bird2356,21,Finch,Green,Sold,False
AUTO2357,Bird2357,13,Finch,Blue,Quarantine,True
AUTO2358,Bird2358,12,Owl,Black,In Aviary,False
AUTO2359,Bird2359,15,Parrot,Green,In Aviary,False
AUTO2360,Bird2360,12,Cockatiel,Red,In Aviary,False
AUTO2361,Bird2361,9,Cockatiel,Black,Sold,True
AUTO2362,Bird2362,17,Owl,Red,Quarantine,False
AUTO2363,Bird2363,6,Cockatiel,Blue,Quarantine,False
AUTO2364,Bird2364,4,Parrot,White,Sold,True
AUTO2365,Bird2365,3,Parrot,Yellow,Sold,True
AUTO2366,Bird2366,5,Finch,Black,In Aviary,True
AUTO2367,Bird2367,19,Owl,White,Quarantine,False
AUTO2368,Bird2368,16,Parrot,White,Sold,True
AUTO2369,Bird2369,12,Cockatiel,Blue,Quarantine,False
